transaction_id,date,amount,merchant_name,category,payment_channel,pending
tx_f613a82ae955,2024-12-22 19:00:47,-9.05,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_281dc02509e4,2024-12-21 20:17:12,-61.69,Uber *Trip,"[""Travel"", ""Taxi""]",online,False
tx_8449f21c9120,2024-12-21 04:00:47,1548.61,WholePay,"[""Payment"", ""Credit Card""]",online,False
tx_457d8de06b0c,2024-12-20 09:16:29,-21.1,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_2de24316555e,2024-12-20 01:41:26,-124.72,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_3e3b4fa6061d,2024-12-19 12:45:44,-18.12,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_de5b9df2dfa5,2024-12-18 13:37:47,-11.08,City Utilities,"[""Utilities"", ""Electric""]",online,False
tx_af18729442f4,2024-12-18 09:56:46,-15.86,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_2fc836e60884,2024-12-17 13:54:07,-341.2,Delta Air Lines,"[""Travel"", ""Airfare""]",online,False
tx_3f5e9c031306,2024-12-17 12:30:45,-1300.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",online,False
tx_558865542711,2024-12-15 21:00:45,-86.47,Southwest Airlines,"[""Travel"", ""Airfare""]",in store,False
tx_b564cdb223a0,2024-12-15 20:52:39,-21.57,Best Buy,"[""Shopping"", ""Electronics""]",in store,False
tx_ae3ddfd8e227,2024-12-15 18:41:12,-16.28,Whole Foods Market,"[""Food"", ""Groceries""]",in store,False
tx_5d21a8e0cf80,2024-12-15 13:08:56,-18.24,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_ae9b9d0fb14c,2024-12-15 12:39:44,-5.87,IKEA,"[""Shopping"", ""Home""]",in store,False
tx_4ca59d9d703f,2024-12-15 12:11:27,596.85,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_7470a200e65c,2024-12-12 20:19:37,-14.58,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_95481434c5fc,2024-12-12 18:13:46,-12.69,Comcast,"[""Utilities"", ""Internet""]",online,False
tx_3982d6b8b82f,2024-12-12 13:57:41,-18.2,Best Buy,"[""Shopping"", ""Electronics""]",in store,False
tx_d69d281b8624,2024-12-10 13:57:32,-15.95,Target,"[""Shopping"", ""Retail""]",in store,False
tx_791b5abd321b,2024-12-10 12:54:23,-305.57,Delta Air Lines,"[""Travel"", ""Airfare""]",in store,False
tx_60f67a463003,2024-12-10 08:57:01,-2.49,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_5728f9017cb6,2024-12-09 18:57:06,94.33,Refund - Amazon,"[""Refunds"", ""Online""]",online,False
tx_74e7ee8dd783,2024-12-09 13:16:09,-26.6,Target,"[""Shopping"", ""Retail""]",in store,False
tx_265379ca5ec3,2024-12-08 12:26:44,-11.99,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_c5d25fd181d4,2024-12-06 19:05:09,-8.12,Spotify,"[""Entertainment"", ""Subscriptions""]",online,True
tx_bb07230c8f83,2024-12-06 18:44:24,-25.13,Comcast,"[""Utilities"", ""Internet""]",in store,False
tx_5511fd151585,2024-12-06 09:02:08,-1250.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",online,False
tx_6be21793163e,2024-12-05 08:56:46,-13.93,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_342ded65d18c,2024-12-05 07:21:38,-6.33,Comcast,"[""Utilities"", ""Internet""]",online,False
tx_619bb6be6e59,2024-12-05 04:03:25,-104.16,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_871056d25946,2024-12-04 09:29:11,155.96,WholePay,"[""Payment"", ""Credit Card""]",online,False
tx_73ccbbb465ec,2024-12-04 08:14:23,-1.64,Unknown Merchant,"[""Uncategorized""]",in store,False
tx_0fe0e6700466,2024-12-04 06:30:45,-14.18,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_ecd29810f6fe,2024-12-03 12:04:42,-20.36,Comcast,"[""Utilities"", ""Internet""]",in store,False
tx_53c22963bd63,2024-12-02 19:30:22,-42.05,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_e661e277b4af,2024-12-01 09:23:51,-2.65,Target,"[""Shopping"", ""Retail""]",in store,False
tx_3117d37d46ee,2024-11-30 22:08:19,-16.0,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_a004b321e22c,2024-11-30 08:46:23,-35.41,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_c5a2591903d6,2024-11-30 04:41:59,-11.62,Uber *Trip,"[""Travel"", ""Taxi""]",online,False
tx_d121813eed08,2024-11-28 19:15:20,-5.35,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_113fae1b1b90,2024-11-28 13:08:10,-4.05,Whole Foods Market,"[""Food"", ""Groceries""]",in store,False
tx_43c8d84b8969,2024-11-26 07:41:09,-69.11,Southwest Airlines,"[""Travel"", ""Airfare""]",online,False
tx_44afc911eab3,2024-11-25 21:54:19,-20.96,Google *Play,"[""Technology"", ""Subscriptions""]",online,False
tx_e74851193aa9,2024-11-25 12:15:29,-172.06,Concert Tickets,"[""Entertainment"", ""Tickets""]",in store,False
tx_167c302bd6ed,2024-11-25 07:26:07,-29.52,Comcast,"[""Utilities"", ""Internet""]",in store,False
tx_6a5d3f3d8ff6,2024-11-24 22:06:01,-26.93,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_a93d1ef6c416,2024-11-24 12:44:33,-16.52,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_cfc6aeaa0fef,2024-11-24 09:34:44,-8.28,City Utilities,"[""Utilities"", ""Electric""]",online,False
tx_8e962221af6e,2024-11-21 20:23:54,876.69,WholePay,"[""Payment"", ""Credit Card""]",online,False
tx_ade4879b4f9f,2024-11-20 19:59:58,-35.85,Chevron,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_2d071fd5e95a,2024-11-20 08:40:20,-135.54,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_1f6a832af39d,2024-11-19 18:31:56,-6.3,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_d6a0811f2aa7,2024-11-19 18:12:28,-11.73,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_f8a81d35f042,2024-11-17 13:25:26,-585.17,Marriott Hotels,"[""Travel"", ""Lodging""]",in store,False
tx_5c052df4525a,2024-11-17 09:53:43,-7.68,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_f90fc666f964,2024-11-17 07:08:46,-1350.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",in store,False
tx_a6fe334bb2d5,2024-11-16 21:52:46,-26.11,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_9a41b8aef5b8,2024-11-16 20:29:47,-10.01,IKEA,"[""Shopping"", ""Home""]",in store,False
tx_38cdaaca4939,2024-11-16 16:09:10,-198.15,Delta Air Lines,"[""Travel"", ""Airfare""]",in store,False
tx_02b635052e90,2024-11-15 21:25:15,-1250.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",online,False
tx_4cea684303c7,2024-11-15 09:38:12,-7.59,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_7db209445628,2024-11-14 19:04:30,-16.16,Lyft,"[""Travel"", ""Taxi""]",in store,False
tx_5f92519a741c,2024-11-12 07:29:07,-5.33,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_d213ea2513cc,2024-11-11 12:44:14,204.09,Payment - Thank You,"[""Payment"", ""Credit Card""]",online,False
tx_925313a42645,2024-11-10 22:00:47,-21.73,Comcast,"[""Utilities"", ""Internet""]",online,False
tx_96d4005ef972,2024-11-10 19:58:02,-7.19,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_6eb261665bb4,2024-11-10 09:42:33,-5.0,Whole Foods Market,"[""Food"", ""Groceries""]",in store,False
tx_d8a184a0c32e,2024-11-09 09:56:36,-22.73,Google *Play,"[""Technology"", ""Subscriptions""]",online,True
tx_d2db305bf840,2024-11-08 13:42:48,-9.99,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_72a04ccc921b,2024-11-07 22:18:45,-6.61,City Utilities,"[""Utilities"", ""Electric""]",in store,False
tx_5c93dc200ad5,2024-11-07 13:55:19,-52.59,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_6e42f91c1679,2024-11-07 09:12:23,-1200.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",in store,False
tx_e5857828a70a,2024-11-05 08:12:16,-114.15,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_17347b52e75e,2024-11-04 20:54:43,-20.57,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_65c682bc6d0e,2024-11-04 06:56:50,-28.41,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_c39af57eeeef,2024-11-03 18:02:37,-57.52,Costco,"[""Shopping"", ""Wholesale""]",in store,False
tx_837327585f55,2024-11-02 21:25:24,732.0,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_781711e8d982,2024-11-02 18:30:10,-80.0,ATM Withdrawal,"[""Cash"", ""ATM""]",in store,False
tx_6778c163a62d,2024-11-01 13:35:23,-31.18,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_e912f0fbaebc,2024-11-01 12:13:37,-5.38,Target,"[""Shopping"", ""Retail""]",in store,False
tx_cc1383659d9a,2024-10-30 18:40:24,-23.9,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_ecc683d0ed8d,2024-10-30 12:51:31,-14.43,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_b26779168aaf,2024-10-28 08:23:11,-99.7,Concert Tickets,"[""Entertainment"", ""Tickets""]",in store,False
tx_fbb5cfef099f,2024-10-27 21:34:43,-6.51,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_b25065ba1bd3,2024-10-26 20:09:31,-16.09,City Utilities,"[""Utilities"", ""Electric""]",in store,False
tx_bb2d3b00e66e,2024-10-25 21:15:47,-124.7,Airbnb,"[""Travel"", ""Lodging""]",in store,False
tx_3d167c88ad1c,2024-10-25 01:41:48,-45.61,Gym Membership,"[""Health"", ""Fitness""]",online,False
tx_78a8727d7789,2024-10-24 13:28:29,-4.85,Costco,"[""Shopping"", ""Wholesale""]",in store,False
tx_719bd08b06ff,2024-10-24 12:23:23,-34.91,Costco,"[""Shopping"", ""Wholesale""]",in store,False
tx_c8a9bc97c91b,2024-10-24 09:32:47,-10.39,Lyft,"[""Travel"", ""Taxi""]",online,False
tx_aeebbdd6d0f0,2024-10-24 09:12:46,968.8,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_928ddd0f496b,2024-10-24 07:06:20,-211.91,Marriott Hotels,"[""Travel"", ""Lodging""]",in store,False
tx_a3d00d29982b,2024-10-23 21:33:16,-24.25,City Utilities,"[""Utilities"", ""Electric""]",online,False
tx_937200abe001,2024-10-22 21:40:09,-20.0,ATM Withdrawal,"[""Cash"", ""ATM""]",in store,False
tx_1685a7370d7c,2024-10-22 19:31:35,-352.69,Marriott Hotels,"[""Travel"", ""Lodging""]",in store,False
tx_e041aafc050f,2024-10-22 13:19:48,-9.17,Parking Garage,"[""Transportation"", ""Parking""]",online,False
tx_94275f1cc5c6,2024-10-21 18:39:54,-14.15,Best Buy,"[""Shopping"", ""Electronics""]",in store,False
tx_5f6695afa297,2024-10-20 06:13:55,-136.83,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_b73655649ad5,2024-10-19 22:02:16,-23.64,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_6a443572213b,2024-10-19 21:16:13,-15.59,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_0113c00d1efd,2024-10-19 20:37:41,-20.62,Chevron,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_c7a97625742c,2024-10-18 13:05:49,-18.82,Comcast,"[""Utilities"", ""Internet""]",online,False
tx_476fbe7384a8,2024-10-18 07:35:57,-9.24,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_1c2d5e2e3372,2024-10-17 21:59:30,-21.62,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_4eb510b0d210,2024-10-17 13:48:34,-28.29,Unknown Merchant,"[""Uncategorized""]",online,False
tx_b52c082f9b1e,2024-10-16 12:54:16,-45.72,Costco,"[""Shopping"", ""Wholesale""]",in store,False
tx_ce557cfe1eac,2024-10-15 12:36:08,-60.0,ATM Withdrawal,"[""Cash"", ""ATM""]",in store,False
tx_dcc1f0b3fa0b,2024-10-14 22:27:14,569.84,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_6afb9d46ee41,2024-10-14 12:36:55,-27.85,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_95b261a4478a,2024-10-13 12:39:56,-25.94,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_4dae848672cd,2024-10-13 09:50:19,-64.66,Starbucks,"[""Food"", ""Coffee""]",in store,False
tx_168b7fc213c6,2024-10-12 22:28:29,-464.05,Southwest Airlines,"[""Travel"", ""Airfare""]",online,False
tx_5fdf8f4aa34f,2024-10-12 18:12:57,-16.29,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_905a45569613,2024-10-12 07:36:30,-15.54,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_c1d621f8aa2b,2024-10-11 21:48:13,-20.22,Parking Garage,"[""Transportation"", ""Parking""]",online,False
tx_9568f30cdb31,2024-10-11 19:28:43,-47.38,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",in store,False
tx_6416e25fd1c4,2024-10-10 13:05:53,-6.59,Target,"[""Shopping"", ""Retail""]",online,False
tx_6bf8a9f82252,2024-10-09 12:11:59,-4.84,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",in store,False
tx_71cab984e911,2024-10-08 12:21:49,-22.79,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_8d9ffe7f230c,2024-10-07 12:46:40,-6.89,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_5058d8ff6ec7,2024-10-07 09:34:32,-38.07,IKEA,"[""Shopping"", ""Home""]",in store,False
tx_81fd1f858174,2024-10-06 13:29:06,-12.7,Comcast,"[""Utilities"", ""Internet""]",online,False
tx_5ce86a0870f9,2024-10-06 07:10:05,-14.15,Whole Foods Market,"[""Food"", ""Groceries""]",online,False
tx_3b0ec64dde15,2024-10-05 20:10:02,-137.38,Southwest Airlines,"[""Travel"", ""Airfare""]",online,False
tx_4b0d36e23e02,2024-10-05 19:37:20,-10.42,Starbucks,"[""Food"", ""Coffee""]",in store,True
tx_3b47f4d054a5,2024-10-05 13:25:03,-101.08,Concert Tickets,"[""Entertainment"", ""Tickets""]",online,False
tx_1026c6526b5d,2024-10-05 12:40:14,-138.82,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_d5d258bcaca3,2024-10-05 08:14:04,-9.27,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",in store,False
tx_9598c9f93ccf,2024-10-04 20:15:46,-50.78,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_64b92c3ba93f,2024-10-04 08:30:43,-11.15,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_949ead28783e,2024-10-02 05:11:15,-27.61,City Utilities,"[""Utilities"", ""Electric""]",online,False
tx_01239be391cb,2024-10-01 12:39:59,-15.1,Lyft,"[""Travel"", ""Taxi""]",in store,False
tx_2a873b441e0f,2024-10-01 08:11:42,101.41,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_6f6aa6e70629,2024-09-28 21:39:09,-9.22,Google *Play,"[""Technology"", ""Subscriptions""]",online,False
tx_ec1ed525aa3a,2024-09-27 12:32:36,-28.71,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_08b5aa113f7c,2024-09-27 08:38:41,66.41,Refund - Amazon,"[""Refunds"", ""Online""]",online,True
tx_dde9c9217e97,2024-09-26 20:40:19,-32.02,McDonald's,"[""Food"", ""Fast Food""]",online,False
tx_a5f763cb4020,2024-09-26 20:32:51,-191.8,Delta Air Lines,"[""Travel"", ""Airfare""]",in store,False
tx_96789a53b5b6,2024-09-26 20:16:47,-174.34,Target,"[""Shopping"", ""Retail""]",in store,False
tx_14a6e3e86de4,2024-09-25 13:29:59,-14.09,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",in store,False
tx_9d7e12a69e75,2024-09-25 04:33:45,-146.36,Gym Membership,"[""Health"", ""Fitness""]",online,False
tx_5b941fbcff28,2024-09-24 18:00:39,746.01,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_e7baeb4bab72,2024-09-24 12:44:59,-51.0,Uber *Trip,"[""Travel"", ""Taxi""]",in store,False
tx_6f46ba84268b,2024-09-22 13:23:29,-52.2,Delta Air Lines,"[""Travel"", ""Airfare""]",in store,False
tx_2894761157d4,2024-09-22 12:11:42,610.49,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_76fc77f20c84,2024-09-21 12:52:14,-2.38,Local Grocery Store,"[""Food"", ""Groceries""]",in store,False
tx_fecb1d3d648b,2024-09-20 03:59:52,-120.8,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_0c7ce6b8e4a3,2024-09-18 21:46:10,106.6,WholePay,"[""Payment"", ""Credit Card""]",online,False
tx_ee1c5ed9faec,2024-09-18 12:10:46,1192.73,Payment - Thank You,"[""Payment"", ""Credit Card""]",online,False
tx_acf1dab8509c,2024-09-18 08:11:31,-33.28,City Utilities,"[""Utilities"", ""Electric""]",online,False
tx_ee44280ab984,2024-09-17 12:08:09,-10.85,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_82d8ef423961,2024-09-17 09:48:24,-3.93,IKEA,"[""Shopping"", ""Home""]",in store,False
tx_6ace667b5a00,2024-09-16 20:10:47,-5.93,Starbucks,"[""Food"", ""Coffee""]",online,False
tx_8ad954461032,2024-09-16 13:35:35,-200.0,ATM Withdrawal,"[""Cash"", ""ATM""]",in store,False
tx_29a57f4bf4a0,2024-09-16 12:00:40,65.04,Refund - Amazon,"[""Refunds"", ""Online""]",online,False
tx_7333cfa087f7,2024-09-14 20:30:57,-33.22,Best Buy,"[""Shopping"", ""Electronics""]",online,False
tx_4fb286abef40,2024-09-14 19:22:20,-33.0,Lyft,"[""Travel"", ""Taxi""]",online,False
tx_936fe6600c91,2024-09-14 13:06:00,1935.28,Payment - Thank You,"[""Payment"", ""Credit Card""]",online,False
tx_4b4bc95ab10c,2024-09-14 12:50:44,-381.1,Concert Tickets,"[""Entertainment"", ""Tickets""]",in store,False
tx_fb11e78ef93b,2024-09-14 01:32:14,-63.08,Airbnb,"[""Travel"", ""Lodging""]",in store,False
tx_57e8a56af9f6,2024-09-13 21:54:23,-116.82,Delta Air Lines,"[""Travel"", ""Airfare""]",online,False
tx_dc1409b94a7c,2024-09-13 13:18:42,-309.53,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_930497a3fdcc,2024-09-13 09:24:18,-15.83,Walmart Supercenter,"[""Shopping"", ""Retail""]",online,False
tx_2102db336a37,2024-09-13 07:42:05,-11.27,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",online,False
tx_068a767f4674,2024-09-12 12:13:41,-27.73,Google *Play,"[""Technology"", ""Subscriptions""]",online,False
tx_cb37e95751e2,2024-09-11 21:07:43,-28.97,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_c9ffdbcfeb54,2024-09-10 08:50:28,1939.4,Payment - Thank You,"[""Payment"", ""Credit Card""]",online,False
tx_8a8ea1d8d7e6,2024-09-08 18:14:52,-10.48,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_49636e0607c1,2024-09-06 12:01:20,-4.88,Best Buy,"[""Shopping"", ""Electronics""]",in store,False
tx_00d63470c7e2,2024-09-06 07:34:01,-71.99,Southwest Airlines,"[""Travel"", ""Airfare""]",in store,False
tx_042bea805e6a,2024-09-05 13:32:43,-120.97,Marriott Hotels,"[""Travel"", ""Lodging""]",in store,False
tx_9306bb3b3f10,2024-09-04 06:44:07,-12.9,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_f61f45e98b62,2024-09-03 21:09:16,-400.0,ATM Withdrawal,"[""Cash"", ""ATM""]",in store,True
tx_5d8626d36e95,2024-09-02 16:25:52,-4.07,Whole Foods Market,"[""Food"", ""Groceries""]",in store,False
tx_6b4d2202f659,2024-08-31 18:28:17,-9.95,Chevron,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_c19eec675479,2024-08-29 12:03:23,-6.1,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_f2a31bd060aa,2024-08-29 02:38:16,-38.77,Comcast,"[""Utilities"", ""Internet""]",online,False
tx_5c82818ca178,2024-08-25 06:36:05,-43.3,Gym Membership,"[""Health"", ""Fitness""]",online,False
tx_eeff6c70e1dc,2024-08-24 13:34:36,-7.14,Trader Joe's,"[""Food"", ""Groceries""]",in store,False
tx_b786b4610713,2024-08-24 12:21:13,-15.36,Costco,"[""Shopping"", ""Wholesale""]",in store,False
tx_abd4204d23ff,2024-08-22 18:50:07,-6.07,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_fc2d3ff7f41c,2024-08-22 08:50:02,-10.39,Google *Play,"[""Technology"", ""Subscriptions""]",online,False
tx_33d4f25c064c,2024-08-21 12:19:18,-2.55,Parking Garage,"[""Transportation"", ""Parking""]",online,False
tx_de393f7416b6,2024-08-20 08:59:58,-60.66,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_5e72106ced25,2024-08-19 21:04:21,-1300.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",in store,False
tx_c68a6867785f,2024-08-18 12:51:14,-17.5,Trader Joe's,"[""Food"", ""Groceries""]",online,False
tx_bc850f88497b,2024-08-16 12:30:03,-83.19,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_d587ac8bb781,2024-08-16 12:11:11,-541.21,Southwest Airlines,"[""Travel"", ""Airfare""]",in store,False
tx_5bd4db55511d,2024-08-15 13:09:15,-12.21,Trader Joe's,"[""Food"", ""Groceries""]",in store,False
tx_c00e120271b5,2024-08-15 12:44:55,-5.73,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_e96378c4cf04,2024-08-14 13:59:51,-120.41,Airbnb,"[""Travel"", ""Lodging""]",online,False
tx_1728cb0cc4ec,2024-08-14 12:32:12,-6.21,Comcast,"[""Utilities"", ""Internet""]",in store,False
tx_2bd3cad6bc90,2024-08-13 20:38:05,-54.93,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_36c05e8ac76b,2024-08-12 14:24:43,-23.36,Starbucks,"[""Food"", ""Coffee""]",in store,False
tx_92140cf766a9,2024-08-12 09:57:27,121.53,Refund - Amazon,"[""Refunds"", ""Online""]",online,False
tx_4efd3e9cdf67,2024-08-11 20:06:36,-14.53,Trader Joe's,"[""Food"", ""Groceries""]",in store,False
tx_400c82696a6e,2024-08-11 09:47:52,-334.22,Airbnb,"[""Travel"", ""Lodging""]",in store,False
tx_024a99530722,2024-08-10 12:55:41,-114.44,Southwest Airlines,"[""Travel"", ""Airfare""]",in store,False
tx_cb763493a7a3,2024-08-08 22:08:56,-14.06,Whole Foods Market,"[""Food"", ""Groceries""]",in store,False
tx_a6756cf43997,2024-08-08 12:37:02,-24.15,Comcast,"[""Utilities"", ""Internet""]",in store,False
tx_b4a8469d01a1,2024-08-07 09:52:49,-18.5,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_e48d8b54982a,2024-08-07 06:18:14,-20.05,Unknown Merchant,"[""Uncategorized""]",in store,False
tx_88eeeb505927,2024-08-06 19:20:45,-543.11,Concert Tickets,"[""Entertainment"", ""Tickets""]",in store,False
tx_b02a2d41bb17,2024-08-05 06:31:56,-7.25,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_df4c46b08ba3,2024-08-04 01:37:03,-17.25,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_9919f6e62d99,2024-08-02 20:56:24,-8.51,Best Buy,"[""Shopping"", ""Electronics""]",online,False
tx_ee756956cb48,2024-08-02 20:16:10,-7.5,Local Grocery Store,"[""Food"", ""Groceries""]",in store,False
tx_f15b0c0b1b00,2024-07-31 13:32:25,-66.33,Southwest Airlines,"[""Travel"", ""Airfare""]",in store,False
tx_3589604c4cea,2024-07-31 13:30:15,-17.71,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_a43a54a9baaf,2024-07-31 09:07:22,-80.0,ATM Withdrawal,"[""Cash"", ""ATM""]",in store,False
tx_06e5fcf39b3d,2024-07-30 07:08:49,-12.94,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_3f51643ac527,2024-07-29 22:17:08,-151.74,Concert Tickets,"[""Entertainment"", ""Tickets""]",online,False
tx_da6ee3d58f79,2024-07-29 13:56:15,-22.74,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_2ee19f37d6b5,2024-07-28 22:34:36,-15.64,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_fb1b5e5c252c,2024-07-28 07:47:42,-50.92,Starbucks,"[""Food"", ""Coffee""]",online,False
tx_0ae1497f9687,2024-07-27 17:51:39,-28.59,Local Grocery Store,"[""Food"", ""Groceries""]",online,False
tx_8b1baaf5c622,2024-07-26 20:41:37,-13.36,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_481cfc80be56,2024-07-26 12:48:14,-141.94,Airbnb,"[""Travel"", ""Lodging""]",online,False
tx_6db70a886106,2024-07-26 09:06:24,-410.06,Airbnb,"[""Travel"", ""Lodging""]",online,False
tx_e5ee07453f05,2024-07-25 20:15:06,-364.91,Concert Tickets,"[""Entertainment"", ""Tickets""]",in store,False
tx_2e52de38ba76,2024-07-25 09:27:22,-9.45,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_8c160c450392,2024-07-24 09:04:22,-16.16,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_e5dd1ecc8385,2024-07-24 07:47:35,-19.34,Uber *Trip,"[""Travel"", ""Taxi""]",in store,False
tx_cc7b94592081,2024-07-23 08:39:21,-9.67,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_181a0d21b546,2024-07-23 08:36:03,-26.22,Local Grocery Store,"[""Food"", ""Groceries""]",in store,False
tx_b0befb73aca1,2024-07-22 19:03:42,-12.17,Starbucks,"[""Food"", ""Coffee""]",in store,False
tx_960793e7eb2c,2024-07-21 08:37:10,-12.0,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_a9d5723ae7b8,2024-07-20 08:24:00,-139.17,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_a513447e0c5c,2024-07-20 08:18:49,-9.28,Google *Play,"[""Technology"", ""Subscriptions""]",online,False
tx_149779ef2196,2024-07-18 15:51:18,-19.75,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_3139eb068e1e,2024-07-17 07:38:45,-13.73,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_3e73cae4acce,2024-07-15 15:07:52,-35.8,Trader Joe's,"[""Food"", ""Groceries""]",in store,False
